Name,Manufacturer,Technology,Bifacial,STC,PTC,A_c,Length,Width,N_s,I_sc_ref,V_oc_ref,I_mp_ref,V_mp_ref,alpha_sc,beta_oc,T_NOCT,a_ref,I_L_ref,I_o_ref,R_s,R_sh_ref,Adjust,gamma_r,BIPV,Version,Date
Phono Solar Technology Co.Ltd. PS215P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,215.136,194.7,1.627,1.64,0.992,60,8,36.7,7.47,28.8,0.00648,-0.11377,46.1,1.48624,8.01274,1.48955e-10,0.481191,302.226,10.365,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS220M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,220.168,199,1.627,1.64,0.992,60,8.05,37,7.54,29.2,0.0050715,-0.11137,46.2,1.48329,8.06016,1.1684e-10,0.460701,365.114,11.6435,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS220P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,220.11,199.4,1.627,1.64,0.992,60,8.1,36.9,7.59,29,0.006561,-0.11439,46.1,1.49278,8.10901,1.47566e-10,0.470785,423.421,10.1593,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS225M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,225.204,203.6,1.627,1.64,0.992,60,8.15,37.1,7.66,29.4,0.0051345,-0.111671,46.2,1.488,8.15675,1.20118e-10,0.437369,528.091,11.7708,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS225P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,225.132,204,1.627,1.64,0.992,60,8.2,37,7.71,29.2,0.006642,-0.1147,46.1,1.49762,8.20555,1.51894e-10,0.447375,660.682,10.2981,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS230M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,230.288,208.2,1.627,1.64,0.992,60,8.25,37.3,7.78,29.6,0.0051975,-0.112273,46.2,1.49454,8.25347,1.19063e-10,0.427902,1018.4,11.5693,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS230MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,230.202,207.5,1.627,1.64,0.992,60,8.37,36.8,7.83,29.4,0.0041013,-0.163024,45.3,1.54612,8.37933,3.80684e-10,0.371288,333.005,-16.8868,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS230P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,230.202,208.6,1.627,1.64,0.992,60,8.3,37.1,7.83,29.4,0.006723,-0.11501,46.1,1.5025,8.30239,1.56382e-10,0.424682,1472.18,10.4403,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS230PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,230.202,207.3,1.627,1.64,0.992,60,8.3,37.1,7.83,29.4,0.004731,-0.130963,45.4,1.54272,8.30102,2.98153e-10,0.414261,3381.09,2.33677,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS235M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,235.42,212.8,1.627,1.64,0.992,60,8.35,37.5,7.9,29.8,0.0052605,-0.112875,46.2,1.50113,8.35029,1.1812e-10,0.418701,11893.4,11.3775,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS235MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,235.42,212.1,1.627,1.64,0.992,60,8.43,36.9,7.9,29.8,0.0041307,-0.163467,45.3,1.55904,8.43755,4.38376e-10,0.32158,359.056,-15.9852,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS235P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,235.024,213.3,1.627,1.64,0.992,60,8.4,37.3,7.94,29.6,0.006804,-0.11563,46.1,1.5102,8.40051,1.57576e-10,0.415614,6854.51,10.395,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS235PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,235.024,211.9,1.627,1.64,0.992,60,8.4,37.3,7.94,29.6,0.004788,-0.131669,45.4,1.55851,8.49324,3.38729e-10,0.401625,368.697,3.24746,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,240,217.5,1.627,1.64,0.992,60,8.45,37.6,8,30,0.0053235,-0.113176,46.2,1.51516,8.54437,1.40805e-10,0.393653,340.37,12.8144,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240M-20/U-AC,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,240,217.5,1.627,1.64,0.992,60,8.45,37.6,8,30,0.0053235,-0.113176,46.2,1.51516,8.54437,1.40805e-10,0.393653,340.37,12.8144,-0.419,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,240.09,216.7,1.627,1.64,0.992,60,8.49,37.1,7.95,30.2,0.0041601,-0.164353,45.3,1.57595,8.49778,5.00354e-10,0.285369,311.341,-15.1279,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,240.188,217.9,1.627,1.64,0.992,60,8.5,37.5,8.06,29.8,0.006885,-0.11625,46.1,1.524,8.59269,1.75202e-10,0.403356,450.269,11.185,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240P-20/U-AC,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,240.188,217.9,1.627,1.64,0.992,60,8.5,37.5,8.06,29.8,0.006885,-0.11625,46.1,1.524,8.59269,1.75202e-10,0.403356,450.269,11.185,-0.413,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS240PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,240.188,216.5,1.627,1.64,0.992,60,8.5,37.5,8.06,29.8,0.004845,-0.132375,45.4,1.56532,8.59117,3.35978e-10,0.39292,546.535,3.07102,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245M,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,245.526,218.8,1.627,1.64,0.992,60,8.55,37.8,8.13,30.2,0.004275,-0.1323,46.2,1.60909,8.6383,5.40086e-10,0.363006,1118,8.04399,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,245.526,221.4,1.627,1.64,0.992,60,8.55,37.8,8.13,30.2,0.00171,-0.12474,45.4,1.51371,8.64144,1.22499e-10,0.386967,562.914,2.08392,-0.45,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245M-20/U-AC,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,245.526,221.4,1.627,1.64,0.992,60,8.55,37.8,8.13,30.2,0.00171,-0.12474,45.4,1.51371,8.64144,1.22499e-10,0.386967,562.914,2.08392,-0.45,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,245.526,221.4,1.627,1.64,0.992,60,8.55,37.8,8.13,30.2,0.0041895,-0.167454,45.3,1.58123,8.63918,3.567e-10,0.369944,868.385,-17.5407,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,245.4,221.3,1.627,1.64,0.992,60,8.6,37.7,8.18,30,0.004902,-0.130442,45.4,1.56741,8.68937,3.09906e-10,0.385635,994.236,4.37911,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245P-20/U-AC,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,245.4,221.3,1.627,1.64,0.992,60,8.6,37.7,8.18,30,0.004902,-0.130442,45.4,1.56741,8.68937,3.09906e-10,0.385635,994.236,4.37911,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS245PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,245.4,221.2,1.627,1.64,0.992,60,8.6,37.7,8.18,30,0.004902,-0.133081,45.4,1.57219,8.68921,3.33519e-10,0.384448,1041.23,2.90289,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 250P-20/UV,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,250.131,223.8,1.627,1.64,0.992,60,8.85,37.5,8.31,30.1,0.004425,-0.1275,46.3,1.58614,8.85602,4.7397e-10,0.335493,493.599,9.86453,-0.47,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250M,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,250.496,223.4,1.627,1.64,0.992,60,8.65,37.9,8.24,30.4,0.004325,-0.13265,46.2,1.61543,8.73795,5.64191e-10,0.342519,2070.45,8.31906,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,250.496,226,1.627,1.64,0.992,60,8.65,37.9,8.24,30.4,0.00173,-0.12507,45.4,1.51959,8.74087,1.28011e-10,0.366344,732.052,2.34352,-0.45,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250M-20/U-AC,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,250.496,226,1.627,1.64,0.992,60,8.65,37.9,8.24,30.4,0.00173,-0.12507,45.4,1.51959,8.74087,1.28011e-10,0.366344,732.052,2.34352,-0.45,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,250.496,226,1.627,1.64,0.992,60,8.65,37.9,8.24,30.4,0.0042385,-0.167897,45.3,1.58756,8.73876,3.73306e-10,0.34939,1352.55,-17.319,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,250.66,223.7,1.63,,,60,8.7,37.8,8.3,30.2,0.005916,-0.135324,48.1,1.56647,8.78793,2.90741e-10,0.366517,3446.6,0.108533,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250P-20/U-AC,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,250.66,225.9,1.627,1.64,0.992,60,8.7,37.8,8.3,30.2,0.004959,-0.130788,45.4,1.57257,8.78775,3.19373e-10,0.36502,4304.28,4.52651,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS250PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,250.66,225.8,1.627,1.64,0.992,60,8.7,37.8,8.3,30.2,0.004959,-0.133434,45.4,1.57738,8.7876,3.43722e-10,0.363842,5353.23,3.04865,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 255P-20/UV,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,255.895,228.5,1.627,1.64,0.992,60,8.95,37.8,8.39,30.5,0.004475,-0.12852,46.3,1.60528,8.95748,5.25732e-10,0.31182,373.055,10.6961,-0.47,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,255.51,230.6,1.627,1.64,0.992,60,8.75,38,8.35,30.6,0.0035875,-0.16834,45.4,1.57714,8.83893,3.03051e-10,0.33349,2053.94,-18.6841,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255M-20/U-AC,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,255.51,230.6,1.627,1.64,0.992,60,8.75,38,8.35,30.6,0.0035875,-0.16834,45.4,1.57714,8.83893,3.03051e-10,0.33349,2053.94,-18.6841,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,255.51,230.7,1.627,1.64,0.992,60,8.75,38,8.35,30.6,0.0042875,-0.16834,45.3,1.59389,8.83847,3.90565e-10,0.329384,3000.27,-17.0977,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,255.968,228.4,1.63,,,60,8.8,37.9,8.42,30.4,0.005984,-0.135682,48.1,1.57961,8.98478,3.37759e-10,0.342955,389.78,1.1861,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255P-20/U-AC,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,255.968,230.5,1.627,1.64,0.992,60,8.8,37.9,8.42,30.4,0.005016,-0.131134,45.4,1.58587,8.98456,3.71434e-10,0.341433,398.894,5.65907,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS255PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,255.968,230.4,1.627,1.64,0.992,60,8.8,37.9,8.42,30.4,0.005016,-0.133787,45.4,1.59077,8.9844,3.99877e-10,0.340245,406.321,4.16795,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 260M-20/UV,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,260.029,232.2,1.627,1.64,0.992,60,9.14,38.1,8.47,30.7,0.003656,-0.13335,46.5,1.63116,9.15754,6.40344e-10,0.311773,162.484,9.21204,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 260P-20/UV,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,258.494,233.1,1.627,1.64,0.992,60,9.01,38,8.42,30.7,0.004505,-0.1292,46.3,1.61791,9.02007,5.59941e-10,0.305678,273.549,11.2136,-0.47,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,260.965,234.6,1.63,,,60,9.37,39.1,8.44,30.92,0.005622,-0.121601,48.4,1.57988,9.42984,1.57681e-10,0.417083,65.3037,9.49667,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260M-20/U-AC,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,260.568,235.2,1.627,1.64,0.992,60,8.85,38.1,8.46,30.8,0.0036285,-0.168783,45.4,1.58339,8.93874,3.16936e-10,0.313992,11477.3,-18.4688,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260M-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,259.86,234.2,1.94,1.956,0.992,72,8.05,44.3,7.32,35.5,0.0033005,-0.196249,45.4,1.87777,8.08301,4.36044e-10,0.450352,109.816,-15.5373,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260MB-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,260.568,235.3,1.627,1.64,0.992,60,8.85,38.1,8.46,30.8,0.0043365,-0.168783,45.3,1.60891,9.03602,4.63673e-10,0.306162,339.861,-16.0578,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,261.324,233,1.63,,,60,8.9,38,8.54,30.6,0.006052,-0.13604,48.1,1.58484,9.08426,3.48158e-10,0.323514,547.391,1.33425,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260P-20/U-AC,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,261.324,235.2,1.627,1.64,0.992,60,8.9,38,8.54,30.6,0.005073,-0.13148,45.4,1.59111,9.08406,3.82748e-10,0.322008,565.517,5.81041,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260P-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,259.776,234.1,1.94,1.956,0.992,72,8.1,44,7.38,35.2,0.004617,-0.15224,45.4,1.87226,8.13172,4.81893e-10,0.451215,115.214,8.89057,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS260PB-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,261.324,235.1,1.627,1.64,0.992,60,8.9,38,8.54,30.6,0.005073,-0.13414,45.4,1.59603,9.08391,4.12076e-10,0.320828,580.603,4.31761,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 265M-20/UV,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,264.932,236.8,1.627,1.64,0.992,60,9.16,38.3,8.56,30.95,0.003664,-0.13405,46.5,1.63432,9.17012,5.99878e-10,0.301178,272.508,8.58943,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 265P-20/UV,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,261.638,237.7,1.627,1.64,0.992,60,9.2,38.3,8.47,30.89,0.0046,-0.13022,46.3,1.64368,9.22318,6.76394e-10,0.307475,122.039,12.7897,-0.47,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS265M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,265.734,239.2,1.63,,,60,9.43,39.2,8.55,31.08,0.005658,-0.121912,48.4,1.58024,9.48112,1.5094e-10,0.404156,74.5558,9.03509,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS265P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,264.572,237.6,1.63,,,60,9,38.1,8.59,30.8,0.00612,-0.136398,48.1,1.58944,9.09145,3.52639e-10,0.307544,1921.43,1.40756,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 270M-20/UV,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,269.861,241.5,1.627,1.64,0.992,60,9.2,38.6,8.68,31.09,0.00368,-0.1351,46.5,1.63478,9.20192,5.10766e-10,0.317053,1520.56,7.11539,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 270P-20/UV,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,266.613,242.3,1.627,1.64,0.992,60,9.31,38.5,8.57,31.11,0.004655,-0.1309,46.3,1.6543,9.33306,7.0408e-10,0.297263,119.997,13.049,-0.47,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS270M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,270.538,243.9,1.63,,,60,9.48,39.3,8.66,31.24,0.005688,-0.122223,48.4,1.57978,9.52162,1.42653e-10,0.391912,89.2588,8.46934,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS270M-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,269.932,243.4,1.94,1.956,0.992,72,8.15,44.7,7.54,35.8,0.0033415,-0.198021,45.4,1.8735,8.1691,3.45054e-10,0.453942,193.723,-17.2417,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS270P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,270.698,242.2,1.63,,,60,9.09,38.39,8.61,31.44,0.0061812,-0.137436,48.1,1.61262,9.09041,4.16333e-10,0.254267,5579.93,2.76782,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS270P-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,270.155,243.3,1.94,1.956,0.992,72,8.2,44.4,7.61,35.5,0.004674,-0.153624,45.4,1.86778,8.21635,3.80541e-10,0.454405,227.896,6.66469,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 275M-20/UV,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,275.048,246.1,1.627,1.64,0.992,60,9.23,38.9,8.81,31.22,0.003692,-0.13615,46.5,1.64189,9.32244,4.78664e-10,0.33057,22495.5,6.43998,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS275M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,275.378,248.5,1.63,,,60,9.54,39.4,8.77,31.4,0.005724,-0.122534,48.4,1.58044,9.57387,1.37153e-10,0.379518,106.888,8.05047,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS275P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,275.301,246.8,1.63,,,60,9.17,38.68,8.66,31.79,0.0062356,-0.138474,48.1,1.631,9.17254,4.57987e-10,0.238239,861.708,3.50206,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS 280M-20/UV,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,280.041,250.7,1.627,1.64,0.992,60,9.28,39.1,8.91,31.43,0.003712,-0.13685,46.5,1.6551,9.47067,5.17788e-10,0.320577,732.107,7.00417,-0.48,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,280.253,253.2,1.63,,,60,9.59,39.5,8.88,31.56,0.005754,-0.122845,48.4,1.58031,9.6154,1.30226e-10,0.367768,138.854,7.5302,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280M-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,279.775,252.6,1.94,1.956,0.992,72,8.3,45.1,7.75,36.1,0.003403,-0.199793,45.4,1.87905,8.31142,3.08139e-10,0.453489,329.519,-18.1371,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280MB-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,279.775,252.7,1.94,1.956,0.992,72,8.3,45.1,7.75,36.1,0.004067,-0.199793,45.3,1.89923,8.31083,3.97901e-10,0.448171,343.441,-16.5278,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,280.233,251.5,1.63,,,60,9.25,39.02,8.73,32.1,0.00629,-0.139692,48.1,1.64687,9.25297,4.71899e-10,0.234029,727.936,3.6827,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280P-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,279.956,252.6,1.94,1.956,0.992,72,8.35,44.8,7.82,35.8,0.0047595,-0.155008,45.4,1.87406,8.3585,3.42724e-10,0.453689,445.538,5.58075,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS280PB-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,279.956,252.5,1.94,1.956,0.992,72,8.35,44.8,7.82,35.8,0.0047595,-0.158144,45.4,1.87987,8.35834,3.69046e-10,0.452178,452.903,4.09228,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,285.163,257.8,1.63,,,60,9.65,39.6,8.99,31.72,0.00579,-0.123156,48.4,1.58124,9.66856,1.25693e-10,0.355883,185.075,7.14892,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285M-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,284.925,257.3,1.94,1.956,0.992,72,8.38,45.3,7.86,36.25,0.0034358,-0.200679,45.4,1.88201,8.3875,2.92092e-10,0.452897,505.735,-18.5637,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285MB-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,284.925,257.3,1.94,1.956,0.992,72,8.38,45.3,7.86,36.25,0.0041062,-0.200679,45.3,1.90215,8.38695,3.77105e-10,0.44767,539.602,-16.9645,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285MH-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,284.983,261.3,1.63,,,60,9.65,39.6,8.99,31.7,0.005018,-0.121176,45.2,1.57346,9.66896,1.11047e-10,0.360171,183.359,7.93067,-0.408,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285P-20/U,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,285.62,256.1,1.63,,,60,9.32,39.35,8.81,32.42,0.0063376,-0.140873,48.1,1.66071,9.322,4.75646e-10,0.228011,1060.29,3.68095,-0.435,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285P-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,285.084,257.2,1.94,1.956,0.992,72,8.43,45,7.93,35.95,0.0048051,-0.1557,45.4,1.87738,8.4345,3.26174e-10,0.452981,848.111,5.0633,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS285PB-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,285.084,257.1,1.94,1.956,0.992,72,8.43,45,7.93,35.95,0.0048051,-0.15885,45.4,1.88316,8.43435,3.51154e-10,0.451498,875.397,3.58045,-0.454,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290M-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,290.017,262.5,1.63,,,60,9.71,39.7,9.1,31.87,0.005826,-0.123467,48.4,1.582,9.72214,1.20991e-10,0.345536,276.349,6.74583,-0.404,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290M-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,290.108,261.9,1.94,1.956,0.992,72,8.45,45.5,7.97,36.4,0.0034645,-0.201565,45.4,1.88383,8.45247,2.72906e-10,0.452824,1550.18,-19.077,-0.451,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290MB-24/T,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,290.108,262,1.94,1.956,0.992,72,8.45,45.5,7.97,36.4,0.0041405,-0.201565,45.3,1.9039,8.45197,3.5224e-10,0.447694,1923.26,-17.4901,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290MH-20/U,Phono Solar Technology Co.Ltd.,Mono-c-Si,0,290.29,266,1.63,,,60,9.71,39.7,9.1,31.9,0.0050492,-0.121482,45.2,1.57562,9.72237,1.09267e-10,0.343321,269.538,7.71564,-0.408,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290P-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,289.883,261.8,1.94,1.956,0.992,72,8.5,45.2,8.03,36.1,0.004845,-0.156392,45.4,1.8809,8.50054,3.10869e-10,0.452763,7141.38,4.57171,-0.452,N,SAM 2021.12.02,5/28/2022
Phono Solar Technology Co.Ltd. PS290PB-24/T,Phono Solar Technology Co.Ltd.,Multi-c-Si,0,289.883,261.7,1.94,1.956,0.992,72,8.5,45.2,8.03,36.1,0.004845,-0.159556,45.4,1.88667,8.5004,3.34613e-10,0.451305,9702.58,3.09421,-0.454,N,SAM 2021.12.02,5/28/2022
